TEMP,pvdd,Cqload,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,delay_nodea,delay_nodeb
49.6992535540937,1.069353405019598,4.778521046975412,4.830075130415794e-08,2.5293127165464226e-07,8.910204290490388e-10,8.894427533279973e-10,8.39945665232895e-10,6.607946078085225e-10,1.4373580126051528e-08,6.227373530774454e+18,9.674639750071364e-10,9.402388516308152e-10,8.96958990462766e-10,6.315110727644898e-10,1.3442285933609548e-08,2.7816443358418406e+18,-4.8453368e-10,-4.8679719e-10
-28.57262903148509,0.9005989270366049,2.133031095820573,4.5740859909247825e-08,2.4510891664657703e-07,8.746429997219161e-10,9.246174100068223e-10,8.960458111076e-10,6.626463819132356e-10,1.3956115014287862e-08,6.526485922430184e+18,9.328703331727587e-10,8.970515760117877e-10,9.192766574178111e-10,6.185893280944182e-10,1.4313287349048154e-08,2.857204196705266e+18,-4.893994150000001e-10,-4.91518005e-10
19.499950407375067,0.940068184000222,3.996713333725775,4.796038149273128e-08,2.576228329680464e-07,8.724279537721321e-10,8.304996017413011e-10,8.859918309706806e-10,6.115772580113662e-10,1.3560114428312432e-08,6.52987916416314e+18,9.070609236191159e-10,8.892849599959916e-10,8.604174282776929e-10,6.561994440856176e-10,1.3721005698289942e-08,2.8366160572250824e+18,-4.854085949999999e-10,-4.877951150000001e-10
70.00783289130676,1.0607019251759708,4.736549727411957,4.701939154347415e-08,2.6483613442781806e-07,9.274898618447677e-10,9.4859163480699e-10,8.740226214039144e-10,6.206875099111481e-10,1.3443120801902832e-08,6.467211056270588e+18,9.10138049749585e-10,9.054839497502747e-10,8.896363867410758e-10,6.349471440955472e-10,1.3984669191040264e-08,2.767085975159232e+18,-4.8584122e-10,-4.879587949999999e-10
-44.23988748775153,1.009651623274726,0.9792275665323386,4.595504507440332e-08,2.5496858728616433e-07,9.178284892116237e-10,8.939963714348256e-10,9.040170449046556e-10,6.070192638069214e-10,1.3294648364517333e-08,6.369831351606918e+18,9.232334148912803e-10,9.192106078830155e-10,8.90541517361576e-10,6.378690487635887e-10,1.3497416802219889e-08,2.77429453220029e+18,-4.918832815e-10,-4.938295920000001e-10
36.58362689196636,0.9959842942271464,2.6185973480294344,4.6296379183060534e-08,2.4240861359766053e-07,8.999458201626686e-10,8.646730499427761e-10,9.306488119296131e-10,6.196387148814617e-10,1.432755578579506e-08,6.655389506626834e+18,9.235857254242605e-10,9.045205867465859e-10,9.506182348290539e-10,6.560896217101543e-10,1.3287357850214631e-08,2.642402956170305e+18,-4.887805949999999e-10,-4.908547835e-10
-3.336795658341522,1.0805682773107397,3.0084598275425067,4.601115219472299e-08,2.508391268960356e-07,9.48609816005587e-10,9.270759529352088e-10,9.235180550303872e-10,6.393070078895006e-10,1.3453027672137842e-08,6.53084474998953e+18,8.747390017549089e-10,9.072353301125267e-10,9.4259721685866e-10,6.647799921440566e-10,1.4061766180862929e-08,2.692640261689251e+18,-4.888456149999999e-10,-4.908081035e-10
102.94477528725692,0.9692113157615816,2.560383644196788,4.672990474682213e-08,2.4966065606368076e-07,9.730760820914991e-10,9.029489265700951e-10,8.72182817304905e-10,6.885790181441394e-10,1.4041016237013331e-08,6.367400713410793e+18,9.310133040345763e-10,9.427572217064887e-10,9.086314891961301e-10,6.467558784833638e-10,1.3733256104155921e-08,2.802059061384516e+18,-4.885956749999999e-10,-4.907528954999999e-10
80.23722123218923,0.9361860404888068,2.184691249722035,4.8505794370063776e-08,2.478404952040484e-07,8.781102199889912e-10,9.238525434010071e-10,9.153393042778931e-10,6.458835258658585e-10,1.3797205184939372e-08,6.788783840915574e+18,8.646039738240228e-10,9.471313673086183e-10,9.211402651892391e-10,6.048808196082343e-10,1.3671410081456092e-08,2.869546515158924e+18,-4.879792950000001e-10,-4.903866950000001e-10
-1.7019446636597664,0.9448560292067462,0.2074631595043004,4.9520736802561884e-08,2.515467382959259e-07,9.529328549220382e-10,8.732364779813874e-10,8.940903459458592e-10,6.734158256196743e-10,1.4338097613164297e-08,6.461891340401093e+18,9.106366576278911e-10,9.41252658901845e-10,9.573597466541274e-10,6.758455000952646e-10,1.3704385022999544e-08,2.761264800820238e+18,-4.916116775e-10,-4.939777239999999e-10
82.13416417499252,0.9704313841528056,3.806458003889947,4.8887904863233203e-08,2.588279527417143e-07,8.839839110171986e-10,8.628839841783616e-10,8.912381222791494e-10,6.285707874753362e-10,1.3366194941771673e-08,6.756097338124933e+18,1.0205560988336011e-09,9.904369603273295e-10,9.027927799191755e-10,6.518778506583332e-10,1.4254569749364284e-08,2.8797485246904125e+18,-4.8531682e-10,-4.87769585e-10
-23.72718788894588,1.0442595695724803,3.263880621159448,4.620690700280178e-08,2.5366843007621236e-07,8.407371900095661e-10,8.918715787694191e-10,9.902929395658935e-10,6.604288950292417e-10,1.4119695810064388e-08,6.416699396713146e+18,9.532122027834784e-10,9.126555798580454e-10,9.012626258957247e-10,6.39468453165944e-10,1.4289791728131171e-08,2.7929340124223734e+18,-4.8823921e-10,-4.9026761e-10
-6.288543421721123,1.0544668490621054,0.1652244405567325,4.752216836892885e-08,2.620528365611886e-07,8.64131418163331e-10,9.128140545628379e-10,9.133643296255521e-10,6.646335083108543e-10,1.3706537013393232e-08,6.551147904890694e+18,8.881342555344607e-10,9.560333898976987e-10,9.25556703000348e-10,6.663430223186125e-10,1.4155535161086344e-08,2.7815247905042857e+18,-4.929245020000001e-10,-4.94951495e-10
-36.78750642876989,1.0828884770425078,0.3425501299458351,4.6438938985699874e-08,2.536787253521129e-07,8.95316899274869e-10,8.820343690503461e-10,8.33003596683292e-10,6.14047679235287e-10,1.3785162973433491e-08,6.132485422584902e+18,9.018839590703027e-10,9.272239485373605e-10,9.243341022057307e-10,6.63030269304274e-10,1.4017752318697512e-08,2.630831392020976e+18,-4.930453769999999e-10,-4.94953583e-10
37.27444966466274,1.0572181183001028,4.744674755396621,4.4537826120290566e-08,2.4415899587428707e-07,9.07498300240503e-10,8.874434004642468e-10,9.131491056231271e-10,6.54435029166147e-10,1.3980737645677336e-08,6.647950354726895e+18,9.143652851763783e-10,9.098881097103492e-10,8.98134972428332e-10,6.536840376480391e-10,1.3965834913002604e-08,2.742373294177104e+18,-4.870902849999999e-10,-4.8892302e-10
103.18454146330352,1.0806130801504454,2.2220214222602754,4.7088526835810045e-08,2.522604580920777e-07,8.860812177253767e-10,8.845276026722312e-10,9.53850166868922e-10,6.730141490914947e-10,1.4068512139981957e-08,6.643988933194032e+18,9.31816635879404e-10,9.313584691853286e-10,9.16140331911344e-10,6.645612492437088e-10,1.3341521016877457e-08,2.6343521720669445e+18,-4.89475185e-10,-4.915440245e-10
67.87471408360626,1.081561342754051,0.5272588776289724,4.420890065066378e-08,2.720344487257018e-07,8.727320608803555e-10,8.716601179579267e-10,8.99094586833777e-10,6.696186803105373e-10,1.4412412813857311e-08,6.595900304590701e+18,9.001178539175782e-10,9.102222373704983e-10,9.026039617922455e-10,6.243140753310124e-10,1.3676387165493945e-08,2.923516114927502e+18,-4.93672886e-10,-4.95345194e-10
98.65807584414816,0.968382712686092,4.855747179249889,4.930597957372188e-08,2.438627948551164e-07,9.194827044627644e-10,8.905030122759536e-10,8.716296209328161e-10,6.635952848937215e-10,1.3911704502817007e-08,6.295047084558892e+18,9.658420374362724e-10,9.247931215264999e-10,9.472796186381084e-10,6.646923362953602e-10,1.5017809352361965e-08,2.756314338404845e+18,-4.826995899999999e-10,-4.8523258e-10
3.05309304438002,0.9936048303784084,3.948597167003751,4.927484115104896e-08,2.477184288258994e-07,9.221086272014471e-10,8.952886371185993e-10,8.674326584920937e-10,6.425180530013085e-10,1.444718903530846e-08,6.453566849965283e+18,9.371325929685347e-10,9.00898249908943e-10,8.71943958745633e-10,6.591769308586929e-10,1.428887888100368e-08,2.92081580238779e+18,-4.846293150000001e-10,-4.87108525e-10
71.40431655316199,0.9923419873735548,2.796191690661288,4.563619129854861e-08,2.5862891100579434e-07,9.307056900964615e-10,8.976431016076742e-10,8.92985896665805e-10,6.614374934599648e-10,1.4238925535568317e-08,6.330006483718583e+18,9.27188553720267e-10,9.58369356056686e-10,9.148184124961557e-10,7.030404753891604e-10,1.3456859638573812e-08,2.8223455933071406e+18,-4.891451949999999e-10,-4.911488820000001e-10
-15.597920601830062,0.9955312240882715,0.7982112407280517,4.6318713482425356e-08,2.51078605965488e-07,9.151174100684107e-10,9.440726212799312e-10,9.326754109185594e-10,6.341093480919911e-10,1.3902467382086536e-08,6.273316796975643e+18,8.6044278128497e-10,8.871668620455379e-10,8.929574592537585e-10,6.284677949819674e-10,1.4078805490296896e-08,2.812674179032247e+18,-4.91974214e-10,-4.939606795e-10
48.22280654955428,1.0472903261175142,1.6515222797714226,4.714691957174013e-08,2.330008789255895e-07,9.154197608480583e-10,8.861580291154357e-10,8.775168601274121e-10,6.82170913386633e-10,1.373662135376742e-08,6.217996164004088e+18,8.842142194347016e-10,9.17920247422764e-10,9.131525922310165e-10,6.410570609876246e-10,1.4645727470929943e-08,2.996283218813788e+18,-4.90025905e-10,-4.92119291e-10
-19.15324300187953,0.902283055547114,0.0861617672252921,4.467001460498453e-08,2.4549096531987015e-07,9.286924493141977e-10,8.788176520157165e-10,8.797299592597151e-10,6.28015794289585e-10,1.4247371010425445e-08,6.641145114595911e+18,9.655410731336598e-10,9.403245590814895e-10,9.066665886393339e-10,6.415970301198862e-10,1.3821186846928966e-08,2.721447130109716e+18,-4.936965235000001e-10,-4.95508585e-10
71.10707474999711,1.0576249508189934,0.235148571573049,4.515393757050653e-08,2.503450238377219e-07,8.909623169561874e-10,9.071897255358701e-10,9.14209610048418e-10,6.496807005127757e-10,1.3240826951581982e-08,6.529436066919561e+18,9.138105295681083e-10,9.201565808711067e-10,8.816140404763591e-10,6.819762613147619e-10,1.377671413379306e-08,2.802543496451576e+18,-4.93687116e-10,-4.954575775e-10
-52.00244847038122,1.0332051833123583,3.172404325672299,4.5813425471524377e-08,2.442864649732313e-07,9.029950515746031e-10,9.163451822594527e-10,9.16328528297275e-10,6.521952663596346e-10,1.3571845564594792e-08,6.257482575765688e+18,9.22880847279314e-10,9.76006745821596e-10,8.794668084362855e-10,6.656335727459344e-10,1.3149554848915909e-08,2.811875852860649e+18,-4.88391795e-10,-4.90386075e-10
108.80476328385993,0.9494325691419456,0.6537342534136983,4.875558224611527e-08,2.440397761797186e-07,8.583327685943711e-10,9.54865860819844e-10,9.475395671475847e-10,6.646900605831285e-10,1.4225676475185853e-08,6.420960675993672e+18,8.811208462044648e-10,9.121926361043227e-10,8.968503402637092e-10,6.316298124183285e-10,1.3171791195311784e-08,2.811116306089273e+18,-4.908980185000001e-10,-4.932219925e-10
41.4796846521303,1.0707350144362855,3.696807082736485,4.6141650082240306e-08,2.429871499219954e-07,8.790658431071691e-10,9.113699242120199e-10,8.58481014592353e-10,6.39324978604517e-10,1.4273657139082793e-08,6.463302698715542e+18,9.224833028266939e-10,9.131998567056607e-10,9.18755261203524e-10,6.701314340349965e-10,1.4258640242611852e-08,2.7877987855215805e+18,-4.87495695e-10,-4.8949618e-10
100.68860184042978,1.0042532123918024,3.429033073677664,4.5507454008463564e-08,2.525686075824512e-07,9.635943694938147e-10,8.884413141572221e-10,9.224336262214647e-10,6.725386713290089e-10,1.3551955277976052e-08,6.508655399747427e+18,8.770647650536733e-10,8.843206972527583e-10,8.824508055780593e-10,6.492766499630866e-10,1.3789013167356782e-08,2.7194714971072056e+18,-4.882283000000001e-10,-4.90221425e-10
-21.03567802461444,1.0646874523283196,4.012176411842564,4.5875902854426495e-08,2.7388393689760515e-07,8.837030766901534e-10,8.875726225662915e-10,9.033558291212155e-10,6.755224829456806e-10,1.3168158409248725e-08,6.447329445088331e+18,8.87530692224697e-10,9.176315891900727e-10,9.354517635297744e-10,7.083085942868716e-10,1.3694607937521161e-08,2.7818033264264166e+18,-4.878835899999999e-10,-4.89856495e-10
-24.19332534572736,0.9139925699244932,4.654365328757296,4.502778455436509e-08,2.6496527708471927e-07,9.078538461403551e-10,9.223178648157932e-10,8.752740217178092e-10,6.360688702883988e-10,1.4211634504951908e-08,6.473507926545957e+18,9.485732289374632e-10,9.002760046204006e-10,9.862210166677824e-10,6.847463745727965e-10,1.3945087321329489e-08,2.8829244752681324e+18,-4.865543149999999e-10,-4.8862311e-10
78.98803070191414,1.0468580452418008,0.6970275614613759,4.6304651248879014e-08,2.752743093962108e-07,8.9727201360839e-10,8.945525172713101e-10,9.372877045706848e-10,6.906635581192026e-10,1.4490795853307191e-08,6.372771992084151e+18,8.939156928045211e-10,9.187203868827937e-10,9.077086071808303e-10,6.527621745364877e-10,1.328977019156994e-08,2.911931717597693e+18,-4.92466915e-10,-4.94394705e-10
-43.46585578168257,1.0825792577784883,3.3767381952098403,4.655958066578711e-08,2.605921223585863e-07,8.896250212396342e-10,9.118808157053411e-10,8.871719829928886e-10,6.135111623948018e-10,1.4563369245023938e-08,6.500966039535862e+18,9.53386574769191e-10,9.119221887436507e-10,9.57601609266774e-10,6.272125910957167e-10,1.431712564226444e-08,2.82713212802304e+18,-4.881429049999999e-10,-4.9017131e-10
4.188690330448729,1.0734097103821234,0.4029976677743827,4.7477976240565644e-08,2.568608513473049e-07,8.91083377421827e-10,9.282187152881201e-10,8.99559860529341e-10,6.629635406145066e-10,1.3835435814128924e-08,6.136159741821984e+18,9.205922722870795e-10,9.161968102346155e-10,9.36262762484868e-10,6.756921515389536e-10,1.3752244388533864e-08,2.74776081805909e+18,-4.92497987e-10,-4.945308834999999e-10
76.10829583399652,0.9368954046335212,3.4640453892950567,4.739913534101414e-08,2.626152828527652e-07,8.461872151360942e-10,8.782457946633206e-10,9.415416705690248e-10,6.873474642060096e-10,1.3907923548809772e-08,6.055848382563785e+18,9.626098957501998e-10,9.226420135773715e-10,9.142477290397367e-10,6.491125858454382e-10,1.4257081875455157e-08,2.935605754924232e+18,-4.8679208e-10,-4.8909282e-10
28.842239513480948,0.9696537527330954,4.734777954101331,4.709306191073361e-08,2.596619584362087e-07,9.191945127734407e-10,8.58020578033555e-10,9.062341095082621e-10,6.811230085480011e-10,1.4259514370364371e-08,6.415564024623403e+18,9.103924579041977e-10,9.507195252450515e-10,9.02776017275065e-10,6.189062290935937e-10,1.3986899866774824e-08,2.790976691343841e+18,-4.8515438e-10,-4.8739641e-10
53.550214397346565,1.0454453309659515,4.840174994616986,4.5400548963201927e-08,2.5294113668563096e-07,8.920226188388851e-10,8.201690269682009e-10,9.391104313201506e-10,6.684245120919622e-10,1.3820901980523341e-08,6.505812903250359e+18,9.288851033113143e-10,8.802907001257534e-10,9.323052340353803e-10,6.494602888105882e-10,1.2845410384348089e-08,2.908408412565247e+18,-4.865088949999999e-10,-4.8845081e-10
-11.809690004774076,0.9139230268924088,0.3975308166862226,4.601463774897856e-08,2.4920999063265564e-07,8.819408613116686e-10,9.320872532313455e-10,8.873486545656405e-10,6.426925645483537e-10,1.4251482006492411e-08,6.407255681151592e+18,9.157755082012823e-10,8.869855474085224e-10,9.376239677362352e-10,6.594210019322327e-10,1.3292875678757637e-08,2.769165627683621e+18,-4.925068949999999e-10,-4.94511291e-10
59.10243975919494,0.9870953740260432,4.049630519356101,4.848828669934403e-08,2.3820779981021285e-07,9.105927328341879e-10,9.077775956024736e-10,8.685046292192877e-10,6.238071795363307e-10,1.4748034209130177e-08,6.338383404994677e+18,8.888675633941122e-10,9.770512531034434e-10,9.281107625555379e-10,6.559323278334023e-10,1.351409320867188e-08,2.675538977211846e+18,-4.847176100000001e-10,-4.8710589e-10
69.7643144417918,1.052659099968574,1.2862695272796694,4.5987328356120556e-08,2.4873870114680716e-07,8.894412720053071e-10,8.604801242669334e-10,8.921546628185864e-10,6.424451126185597e-10,1.4057211751324545e-08,6.620075940978421e+18,8.923794114603251e-10,9.13710428590651e-10,9.460989900446075e-10,6.553238524160524e-10,1.3336463564044772e-08,2.9186123422852296e+18,-4.91428195e-10,-4.93363579e-10
76.38428276889519,0.9683769090888508,4.84664023473583,4.7463423327766174e-08,2.4760403565182324e-07,8.710631623889432e-10,8.82932358723151e-10,9.104200557345741e-10,6.577256211743324e-10,1.3660891061854828e-08,6.671171894971703e+18,9.379653449222401e-10,8.69440652581717e-10,8.74897948476512e-10,6.380076471877275e-10,1.361373015490574e-08,2.789498381379747e+18,-4.842997950000001e-10,-4.86595395e-10
35.86371143025147,1.0816338319893208,2.8095958261220044,4.665529113129055e-08,2.484379194138689e-07,8.98186019133976e-10,8.845113310162527e-10,8.987225593990198e-10,6.537004969941397e-10,1.4718798817862872e-08,6.582630080018226e+18,9.338331768842695e-10,9.1188853304428e-10,8.894578214064327e-10,6.268963600334193e-10,1.4435788662879074e-08,2.9101473747938847e+18,-4.8871389e-10,-4.907488170000001e-10
0.0689935853024223,0.984331296408524,4.103299019911424,4.688676101351018e-08,2.5157075851416643e-07,9.37093431390092e-10,9.357550514256081e-10,8.653771816505293e-10,6.520971110724125e-10,1.4291535458535572e-08,6.320295402463938e+18,9.474072770133583e-10,9.286182695648415e-10,9.286624794678511e-10,6.568384561209311e-10,1.39839382569797e-08,2.821308959922828e+18,-4.8611959e-10,-4.8831729e-10
-13.629040311271233,1.0114786816022612,3.891054652514922,4.641197121306164e-08,2.688905505601576e-07,8.690317766473965e-10,9.141992055022747e-10,9.154728611027631e-10,6.440079907648546e-10,1.4081670108352746e-08,6.587187445708741e+18,9.178884678071431e-10,9.543524792842346e-10,9.637270519654364e-10,6.561770632554521e-10,1.3297385185476537e-08,2.7434698093934336e+18,-4.873605150000001e-10,-4.89450815e-10
-22.35092503851302,0.9672606579840972,0.4059855975237774,4.5724287273042085e-08,2.5234076278098635e-07,9.402684904260847e-10,8.939243172378345e-10,9.318403230785586e-10,6.589161191172745e-10,1.4322269800550885e-08,6.26979436399291e+18,9.270318870026345e-10,8.738688252543151e-10,9.232547202604983e-10,6.610010581453412e-10,1.4248204583033242e-08,2.7254078976481106e+18,-4.928753819999999e-10,-4.947837905e-10
-40.28919030779309,0.9668809463747248,0.87008293287008,4.789715760118543e-08,2.613878240798916e-07,8.795386640321612e-10,9.164263051432905e-10,9.119232231632025e-10,6.380909413577844e-10,1.4652900294168372e-08,6.633053630035354e+18,9.198087965203827e-10,8.934863957737018e-10,9.738040625160042e-10,6.446929700773714e-10,1.4089485671145377e-08,2.7222233879298545e+18,-4.910636835e-10,-4.93269884e-10
42.466747279408224,1.0424527386658142,2.1463736996685108,4.6192734788247335e-08,2.5408509200135346e-07,9.12740935986915e-10,8.660722826064494e-10,9.25708768564922e-10,6.72672116566936e-10,1.4248837514947238e-08,6.446506997080836e+18,9.662452373138155e-10,8.929236011061287e-10,9.72820234786587e-10,6.538358373232252e-10,1.4100809798115738e-08,2.777138206629638e+18,-4.8996322e-10,-4.919621004999999e-10
-52.960992005715774,1.0692006978750002,1.906926754641804,4.490648790242168e-08,2.460763975320825e-07,8.423534205518917e-10,9.289372281517295e-10,8.63238717511969e-10,6.132041476445602e-10,1.3466786149654696e-08,6.549083540425207e+18,9.59804392172333e-10,9.035013181817223e-10,9.24953865186369e-10,6.595564831679278e-10,1.3674173943739656e-08,2.991987355416535e+18,-4.910277839999999e-10,-4.92849115e-10
25.374128221445275,0.9699601107324194,1.451325791826491,4.9654852131784525e-08,2.519851269503544e-07,8.527026372634206e-10,8.947870705353711e-10,8.714967999922043e-10,6.537624156998102e-10,1.4121596386878533e-08,6.729252846017536e+18,8.373885825745289e-10,9.224127807239724e-10,9.42388757596827e-10,6.611495805632627e-10,1.4652832514347168e-08,2.720644228254916e+18,-4.8897679e-10,-4.914436929999999e-10
-37.24894742513433,1.0469146005579275,3.2636115628978524,4.5142378142281745e-08,2.496738242822508e-07,9.051108195991215e-10,9.241739417893256e-10,8.96067960818893e-10,6.21480512276435e-10,1.3756678845788828e-08,6.370643505339098e+18,8.532103281756024e-10,9.191594399033851e-10,9.213242676876903e-10,6.524237550677584e-10,1.39408466865068e-08,2.7869041711508413e+18,-4.88881705e-10,-4.9077651e-10
101.54056148794427,1.0711857393395965,0.9902013624648064,4.542947945585736e-08,2.60984908903256e-07,9.174247342522307e-10,9.101999369348979e-10,9.268300647002435e-10,6.291631891641608e-10,1.4520653720578866e-08,6.168823140887818e+18,9.250962280473445e-10,9.270311426253177e-10,9.459620857425127e-10,6.596986345793065e-10,1.3289541205683544e-08,2.874787720290092e+18,-4.92344798e-10,-4.94181996e-10
88.01931761381945,0.9242586716695032,3.638355948021922,4.8465006684971814e-08,2.448841554013456e-07,8.426741411474818e-10,8.956038818975222e-10,9.077175247861747e-10,6.868194912493104e-10,1.3654260228023378e-08,6.310701994610094e+18,9.56624085187024e-10,9.587994579440315e-10,9.197907964969287e-10,6.366863971300428e-10,1.4458348992437349e-08,2.739913441485456e+18,-4.85155095e-10,-4.87640485e-10
